TEAM_ID|DIVISION|LEAGUE|PREFIX_1|PREFIX_2|TEAM|URL
St Francis (PA)|Northeast|mens-college-basketball|2598|st.-francis-(pa)-red-flash|St Francis (PA)|http://www.espn.com/mens-college-basketball/team/_/id/2598/st.-francis-(pa)-red-flash
Wagner|Northeast|mens-college-basketball|2681|wagner-seahawks|Wagner|http://www.espn.com/mens-college-basketball/team/_/id/2681/wagner-seahawks
Austin Peay|Ohio Valley|mens-college-basketball|2046|austin-peay-governors|Austin Peay|http://www.espn.com/mens-college-basketball/team/_/id/2046/austin-peay-governors
Belmont|Ohio Valley|mens-college-basketball|2057|belmont-bruins|Belmont|http://www.espn.com/mens-college-basketball/team/_/id/2057/belmont-bruins
E Illinois|Ohio Valley|mens-college-basketball|2197|eastern-illinois-panthers|E Illinois|http://www.espn.com/mens-college-basketball/team/_/id/2197/eastern-illinois-panthers
E Kentucky|Ohio Valley|mens-college-basketball|2198|eastern-kentucky-colonels|E Kentucky|http://www.espn.com/mens-college-basketball/team/_/id/2198/eastern-kentucky-colonels
Jacksonville St|Ohio Valley|mens-college-basketball|55|jacksonville-state-gamecocks|Jacksonville St|http://www.espn.com/mens-college-basketball/team/_/id/55/jacksonville-state-gamecocks
Morehead State|Ohio Valley|mens-college-basketball|2413|morehead-state-eagles|Morehead State|http://www.espn.com/mens-college-basketball/team/_/id/2413/morehead-state-eagles
Murray State|Ohio Valley|mens-college-basketball|93|murray-state-racers|Murray State|http://www.espn.com/mens-college-basketball/team/_/id/93/murray-state-racers
SIUE|Ohio Valley|mens-college-basketball|2565|siu-edwardsville-cougars|SIUE|http://www.espn.com/mens-college-basketball/team/_/id/2565/siu-edwardsville-cougars
SE Missouri St|Ohio Valley|mens-college-basketball|2546|southeast-missouri-state-redhawks|SE Missouri St|http://www.espn.com/mens-college-basketball/team/_/id/2546/southeast-missouri-state-redhawks
UT Martin|Ohio Valley|mens-college-basketball|2630|tenn-martin-skyhawks|UT Martin|http://www.espn.com/mens-college-basketball/team/_/id/2630/tenn-martin-skyhawks
Tennessee St|Ohio Valley|mens-college-basketball|2634|tennessee-state-tigers|Tennessee St|http://www.espn.com/mens-college-basketball/team/_/id/2634/tennessee-state-tigers
Tenn Tech|Ohio Valley|mens-college-basketball|2635|tennessee-tech-golden-eagles|Tenn Tech|http://www.espn.com/mens-college-basketball/team/_/id/2635/tennessee-tech-golden-eagles
Arizona|Pac-12|mens-college-basketball|12|arizona-wildcats|Arizona|http://www.espn.com/mens-college-basketball/team/_/id/12/arizona-wildcats
Arizona State|Pac-12|mens-college-basketball|9|arizona-state-sun-devils|Arizona State|http://www.espn.com/mens-college-basketball/team/_/id/9/arizona-state-sun-devils
Cal|Pac-12|mens-college-basketball|25|california-golden-bears|Cal|http://www.espn.com/mens-college-basketball/team/_/id/25/california-golden-bears
Colorado|Pac-12|mens-college-basketball|38|colorado-buffaloes|Colorado|http://www.espn.com/mens-college-basketball/team/_/id/38/colorado-buffaloes
Oregon|Pac-12|mens-college-basketball|2483|oregon-ducks|Oregon|http://www.espn.com/mens-college-basketball/team/_/id/2483/oregon-ducks
Oregon State|Pac-12|mens-college-basketball|204|oregon-state-beavers|Oregon State|http://www.espn.com/mens-college-basketball/team/_/id/204/oregon-state-beavers
Stanford|Pac-12|mens-college-basketball|24|stanford-cardinal|Stanford|http://www.espn.com/mens-college-basketball/team/_/id/24/stanford-cardinal
UCLA|Pac-12|mens-college-basketball|26|ucla-bruins|UCLA|http://www.espn.com/mens-college-basketball/team/_/id/26/ucla-bruins
USC|Pac-12|mens-college-basketball|30|usc-trojans|USC|http://www.espn.com/mens-college-basketball/team/_/id/30/usc-trojans
Utah|Pac-12|mens-college-basketball|254|utah-utes|Utah|http://www.espn.com/mens-college-basketball/team/_/id/254/utah-utes
Washington|Pac-12|mens-college-basketball|264|washington-huskies|Washington|http://www.espn.com/mens-college-basketball/team/_/id/264/washington-huskies
Washington St|Pac-12|mens-college-basketball|265|washington-state-cougars|Washington St|http://www.espn.com/mens-college-basketball/team/_/id/265/washington-state-cougars
American U|Patriot League|mens-college-basketball|44|american-eagles|American U|http://www.espn.com/mens-college-basketball/team/_/id/44/american-eagles
Army|Patriot League|mens-college-basketball|349|army-black-knights|Army|http://www.espn.com/mens-college-basketball/team/_/id/349/army-black-knights
Boston U|Patriot League|mens-college-basketball|104|boston-university-terriers|Boston U|http://www.espn.com/mens-college-basketball/team/_/id/104/boston-university-terriers
Bucknell|Patriot League|mens-college-basketball|2083|bucknell-bison|Bucknell|http://www.espn.com/mens-college-basketball/team/_/id/2083/bucknell-bison
Colgate|Patriot League|mens-college-basketball|2142|colgate-raiders|Colgate|http://www.espn.com/mens-college-basketball/team/_/id/2142/colgate-raiders
Holy Cross|Patriot League|mens-college-basketball|107|holy-cross-crusaders|Holy Cross|http://www.espn.com/mens-college-basketball/team/_/id/107/holy-cross-crusaders
Lafayette|Patriot League|mens-college-basketball|322|lafayette-leopards|Lafayette|http://www.espn.com/mens-college-basketball/team/_/id/322/lafayette-leopards
Lehigh|Patriot League|mens-college-basketball|2329|lehigh-mountain-hawks|Lehigh|http://www.espn.com/mens-college-basketball/team/_/id/2329/lehigh-mountain-hawks
Loyola (MD)|Patriot League|mens-college-basketball|2352|loyola-(md)-greyhounds|Loyola (MD)|http://www.espn.com/mens-college-basketball/team/_/id/2352/loyola-(md)-greyhounds
Navy|Patriot League|mens-college-basketball|2426|navy-midshipmen|Navy|http://www.espn.com/mens-college-basketball/team/_/id/2426/navy-midshipmen
Alabama|SEC|mens-college-basketball|333|alabama-crimson-tide|Alabama|http://www.espn.com/mens-college-basketball/team/_/id/333/alabama-crimson-tide
Arkansas|SEC|mens-college-basketball|8|arkansas-razorbacks|Arkansas|http://www.espn.com/mens-college-basketball/team/_/id/8/arkansas-razorbacks
Auburn|SEC|mens-college-basketball|2|auburn-tigers|Auburn|http://www.espn.com/mens-college-basketball/team/_/id/2/auburn-tigers
Florida|SEC|mens-college-basketball|57|florida-gators|Florida|http://www.espn.com/mens-college-basketball/team/_/id/57/florida-gators
Georgia|SEC|mens-college-basketball|61|georgia-bulldogs|Georgia|http://www.espn.com/mens-college-basketball/team/_/id/61/georgia-bulldogs
Kentucky|SEC|mens-college-basketball|96|kentucky-wildcats|Kentucky|http://www.espn.com/mens-college-basketball/team/_/id/96/kentucky-wildcats
LSU|SEC|mens-college-basketball|99|lsu-tigers|LSU|http://www.espn.com/mens-college-basketball/team/_/id/99/lsu-tigers
Miss St|SEC|mens-college-basketball|344|mississippi-state-bulldogs|Miss St|http://www.espn.com/mens-college-basketball/team/_/id/344/mississippi-state-bulldogs
Missouri|SEC|mens-college-basketball|142|missouri-tigers|Missouri|http://www.espn.com/mens-college-basketball/team/_/id/142/missouri-tigers
Ole Miss|SEC|mens-college-basketball|145|ole-miss-rebels|Ole Miss|http://www.espn.com/mens-college-basketball/team/_/id/145/ole-miss-rebels
South Carolina|SEC|mens-college-basketball|2579|south-carolina-gamecocks|South Carolina|http://www.espn.com/mens-college-basketball/team/_/id/2579/south-carolina-gamecocks
Tennessee|SEC|mens-college-basketball|2633|tennessee-volunteers|Tennessee|http://www.espn.com/mens-college-basketball/team/_/id/2633/tennessee-volunteers
Texas A&M;|SEC|mens-college-basketball|245|texas-a%26m-aggies|Texas A&M;|http://www.espn.com/mens-college-basketball/team/_/id/245/texas-a%26m-aggies
Vanderbilt|SEC|mens-college-basketball|238|vanderbilt-commodores|Vanderbilt|http://www.espn.com/mens-college-basketball/team/_/id/238/vanderbilt-commodores
Chattanooga|Southern|mens-college-basketball|236|chattanooga-mocs|Chattanooga|http://www.espn.com/mens-college-basketball/team/_/id/236/chattanooga-mocs
ETSU|Southern|mens-college-basketball|2193|east-tennessee-state-buccaneers|ETSU|http://www.espn.com/mens-college-basketball/team/_/id/2193/east-tennessee-state-buccaneers
Furman|Southern|mens-college-basketball|231|furman-paladins|Furman|http://www.espn.com/mens-college-basketball/team/_/id/231/furman-paladins
Mercer|Southern|mens-college-basketball|2382|mercer-bears|Mercer|http://www.espn.com/mens-college-basketball/team/_/id/2382/mercer-bears
Samford|Southern|mens-college-basketball|2535|samford-bulldogs|Samford|http://www.espn.com/mens-college-basketball/team/_/id/2535/samford-bulldogs
The Citadel|Southern|mens-college-basketball|2643|the-citadel-bulldogs|The Citadel|http://www.espn.com/mens-college-basketball/team/_/id/2643/the-citadel-bulldogs
UNCG|Southern|mens-college-basketball|2430|unc-greensboro-spartans|UNCG|http://www.espn.com/mens-college-basketball/team/_/id/2430/unc-greensboro-spartans
VMI|Southern|mens-college-basketball|2678|vmi-keydets|VMI|http://www.espn.com/mens-college-basketball/team/_/id/2678/vmi-keydets
W Carolina|Southern|mens-college-basketball|2717|western-carolina-catamounts|W Carolina|http://www.espn.com/mens-college-basketball/team/_/id/2717/western-carolina-catamounts
Wofford|Southern|mens-college-basketball|2747|wofford-terriers|Wofford|http://www.espn.com/mens-college-basketball/team/_/id/2747/wofford-terriers
Abil Christian|Southland|mens-college-basketball|2000|abilene-christian-wildcats|Abil Christian|http://www.espn.com/mens-college-basketball/team/_/id/2000/abilene-christian-wildcats
Cent Arkansas|Southland|mens-college-basketball|2110|central-arkansas-bears|Cent Arkansas|http://www.espn.com/mens-college-basketball/team/_/id/2110/central-arkansas-bears
Houston Baptist|Southland|mens-college-basketball|2277|houston-baptist-huskies|Houston Baptist|http://www.espn.com/mens-college-basketball/team/_/id/2277/houston-baptist-huskies
Incarnate Word|Southland|mens-college-basketball|2916|incarnate-word-cardinals|Incarnate Word|http://www.espn.com/mens-college-basketball/team/_/id/2916/incarnate-word-cardinals
Lamar|Southland|mens-college-basketball|2320|lamar-cardinals|Lamar|http://www.espn.com/mens-college-basketball/team/_/id/2320/lamar-cardinals
McNeese|Southland|mens-college-basketball|2377|mcneese-cowboys|McNeese|http://www.espn.com/mens-college-basketball/team/_/id/2377/mcneese-cowboys
New Orleans|Southland|mens-college-basketball|2443|new-orleans-privateers|New Orleans|http://www.espn.com/mens-college-basketball/team/_/id/2443/new-orleans-privateers
Nicholls|Southland|mens-college-basketball|2447|nicholls-colonels|Nicholls|http://www.espn.com/mens-college-basketball/team/_/id/2447/nicholls-colonels
Northwestern St|Southland|mens-college-basketball|2466|northwestern-state-demons|Northwestern St|http://www.espn.com/mens-college-basketball/team/_/id/2466/northwestern-state-demons
Sam Houston|Southland|mens-college-basketball|2534|sam-houston-state-bearkats|Sam Houston|http://www.espn.com/mens-college-basketball/team/_/id/2534/sam-houston-state-bearkats
SE Louisiana|Southland|mens-college-basketball|2545|se-louisiana-lions|SE Louisiana|http://www.espn.com/mens-college-basketball/team/_/id/2545/se-louisiana-lions
SF Austin|Southland|mens-college-basketball|2617|stephen-f.-austin-lumberjacks|SF Austin|http://www.espn.com/mens-college-basketball/team/_/id/2617/stephen-f.-austin-lumberjacks
Texas A&M-CC;|Southland|mens-college-basketball|357|texas-a%26m-cc-islanders|Texas A&M-CC;|http://www.espn.com/mens-college-basketball/team/_/id/357/texas-a%26m-cc-islanders
Alabama A&M;|SWAC|mens-college-basketball|2010|alabama-a%26m-bulldogs|Alabama A&M;|http://www.espn.com/mens-college-basketball/team/_/id/2010/alabama-a%26m-bulldogs
Alabama State|SWAC|mens-college-basketball|2011|alabama-state-hornets|Alabama State|http://www.espn.com/mens-college-basketball/team/_/id/2011/alabama-state-hornets
Alcorn State|SWAC|mens-college-basketball|2016|alcorn-state-braves|Alcorn State|http://www.espn.com/mens-college-basketball/team/_/id/2016/alcorn-state-braves
AR-Pine Bluff|SWAC|mens-college-basketball|2029|arkansas-pine-bluff-golden-lions|AR-Pine Bluff|http://www.espn.com/mens-college-basketball/team/_/id/2029/arkansas-pine-bluff-golden-lions
Grambling|SWAC|mens-college-basketball|2755|grambling-tigers|Grambling|http://www.espn.com/mens-college-basketball/team/_/id/2755/grambling-tigers
Jackson State|SWAC|mens-college-basketball|2296|jackson-state-tigers|Jackson State|http://www.espn.com/mens-college-basketball/team/_/id/2296/jackson-state-tigers
Miss Valley St|SWAC|mens-college-basketball|2400|mississippi-valley-state-delta-devils|Miss Valley St|http://www.espn.com/mens-college-basketball/team/_/id/2400/mississippi-valley-state-delta-devils
PV A&M;|SWAC|mens-college-basketball|2504|prairie-view-a%26m-panthers|PV A&M;|http://www.espn.com/mens-college-basketball/team/_/id/2504/prairie-view-a%26m-panthers
Southern|SWAC|mens-college-basketball|2582|southern-jaguars|Southern|http://www.espn.com/mens-college-basketball/team/_/id/2582/southern-jaguars
Texas Southern|SWAC|mens-college-basketball|2640|texas-southern-tigers|Texas Southern|http://www.espn.com/mens-college-basketball/team/_/id/2640/texas-southern-tigers
Denver|Summit League|mens-college-basketball|2172|denver-pioneers|Denver|http://www.espn.com/mens-college-basketball/team/_/id/2172/denver-pioneers
Fort Wayne|Summit League|mens-college-basketball|2870|fort-wayne-mastodons|Fort Wayne|http://www.espn.com/mens-college-basketball/team/_/id/2870/fort-wayne-mastodons
North Dakota St|Summit League|mens-college-basketball|2449|north-dakota-state-bison|North Dakota St|http://www.espn.com/mens-college-basketball/team/_/id/2449/north-dakota-state-bison
Omaha|Summit League|mens-college-basketball|2437|omaha-mavericks|Omaha|http://www.espn.com/mens-college-basketball/team/_/id/2437/omaha-mavericks
Oral Roberts|Summit League|mens-college-basketball|198|oral-roberts-golden-eagles|Oral Roberts|http://www.espn.com/mens-college-basketball/team/_/id/198/oral-roberts-golden-eagles
South Dakota|Summit League|mens-college-basketball|233|south-dakota-coyotes|South Dakota|http://www.espn.com/mens-college-basketball/team/_/id/233/south-dakota-coyotes
South Dakota St|Summit League|mens-college-basketball|2571|south-dakota-state-jackrabbits|South Dakota St|http://www.espn.com/mens-college-basketball/team/_/id/2571/south-dakota-state-jackrabbits
W Illinois|Summit League|mens-college-basketball|2710|western-illinois-leathernecks|W Illinois|http://www.espn.com/mens-college-basketball/team/_/id/2710/western-illinois-leathernecks
Appalachian St|Sun Belt|mens-college-basketball|2026|appalachian-state-mountaineers|Appalachian St|http://www.espn.com/mens-college-basketball/team/_/id/2026/appalachian-state-mountaineers
Arkansas State|Sun Belt|mens-college-basketball|2032|arkansas-state-red-wolves|Arkansas State|http://www.espn.com/mens-college-basketball/team/_/id/2032/arkansas-state-red-wolves
C. Carolina|Sun Belt|mens-college-basketball|324|coastal-carolina-chanticleers|C. Carolina|http://www.espn.com/mens-college-basketball/team/_/id/324/coastal-carolina-chanticleers
Ga Southern|Sun Belt|mens-college-basketball|290|georgia-southern-eagles|Ga Southern|http://www.espn.com/mens-college-basketball/team/_/id/290/georgia-southern-eagles
Georgia State|Sun Belt|mens-college-basketball|2247|georgia-state-panthers|Georgia State|http://www.espn.com/mens-college-basketball/team/_/id/2247/georgia-state-panthers
Little Rock|Sun Belt|mens-college-basketball|2031|little-rock-trojans|Little Rock|http://www.espn.com/mens-college-basketball/team/_/id/2031/little-rock-trojans
Louisiana|Sun Belt|mens-college-basketball|309|louisiana-ragin'-cajuns|Louisiana|http://www.espn.com/mens-college-basketball/team/_/id/309/louisiana-ragin'-cajuns
South Alabama|Sun Belt|mens-college-basketball|6|south-alabama-jaguars|South Alabama|http://www.espn.com/mens-college-basketball/team/_/id/6/south-alabama-jaguars
Texas State|Sun Belt|mens-college-basketball|326|texas-state-bobcats|Texas State|http://www.espn.com/mens-college-basketball/team/_/id/326/texas-state-bobcats
Troy|Sun Belt|mens-college-basketball|2653|troy-trojans|Troy|http://www.espn.com/mens-college-basketball/team/_/id/2653/troy-trojans
UL Monroe|Sun Belt|mens-college-basketball|2433|ul-monroe-warhawks|UL Monroe|http://www.espn.com/mens-college-basketball/team/_/id/2433/ul-monroe-warhawks
UT Arlington|Sun Belt|mens-college-basketball|250|ut-arlington-mavericks|UT Arlington|http://www.espn.com/mens-college-basketball/team/_/id/250/ut-arlington-mavericks
BYU|West Coast|mens-college-basketball|252|byu-cougars|BYU|http://www.espn.com/mens-college-basketball/team/_/id/252/byu-cougars
Gonzaga|West Coast|mens-college-basketball|2250|gonzaga-bulldogs|Gonzaga|http://www.espn.com/mens-college-basketball/team/_/id/2250/gonzaga-bulldogs
Loyola Mary|West Coast|mens-college-basketball|2351|loyola-marymount-lions|Loyola Mary|http://www.espn.com/mens-college-basketball/team/_/id/2351/loyola-marymount-lions
Pacific|West Coast|mens-college-basketball|279|pacific-tigers|Pacific|http://www.espn.com/mens-college-basketball/team/_/id/279/pacific-tigers
Pepperdine|West Coast|mens-college-basketball|2492|pepperdine-waves|Pepperdine|http://www.espn.com/mens-college-basketball/team/_/id/2492/pepperdine-waves
Portland|West Coast|mens-college-basketball|2501|portland-pilots|Portland|http://www.espn.com/mens-college-basketball/team/_/id/2501/portland-pilots
Saint Mary's|West Coast|mens-college-basketball|2608|saint-mary's-gaels|Saint Mary's|http://www.espn.com/mens-college-basketball/team/_/id/2608/saint-mary's-gaels
San Diego|West Coast|mens-college-basketball|301|san-diego-toreros|San Diego|http://www.espn.com/mens-college-basketball/team/_/id/301/san-diego-toreros
San Francisco|West Coast|mens-college-basketball|2539|san-francisco-dons|San Francisco|http://www.espn.com/mens-college-basketball/team/_/id/2539/san-francisco-dons
Santa Clara|West Coast|mens-college-basketball|2541|santa-clara-broncos|Santa Clara|http://www.espn.com/mens-college-basketball/team/_/id/2541/santa-clara-broncos
Chicago State|WAC|mens-college-basketball|2130|chicago-state-cougars|Chicago State|http://www.espn.com/mens-college-basketball/team/_/id/2130/chicago-state-cougars
CSU Bakersfield|WAC|mens-college-basketball|2934|csu-bakersfield-roadrunners|CSU Bakersfield|http://www.espn.com/mens-college-basketball/team/_/id/2934/csu-bakersfield-roadrunners
Grand Canyon|WAC|mens-college-basketball|2253|grand-canyon-antelopes|Grand Canyon|http://www.espn.com/mens-college-basketball/team/_/id/2253/grand-canyon-antelopes
New Mexico St|WAC|mens-college-basketball|166|new-mexico-state-aggies|New Mexico St|http://www.espn.com/mens-college-basketball/team/_/id/166/new-mexico-state-aggies
Seattle|WAC|mens-college-basketball|2547|seattle-redhawks|Seattle|http://www.espn.com/mens-college-basketball/team/_/id/2547/seattle-redhawks
UMKC|WAC|mens-college-basketball|140|umkc-kangaroos|UMKC|http://www.espn.com/mens-college-basketball/team/_/id/140/umkc-kangaroos
UT Rio Grande|WAC|mens-college-basketball|292|ut-rio-grande-valley-vaqueros|UT Rio Grande|http://www.espn.com/mens-college-basketball/team/_/id/292/ut-rio-grande-valley-vaqueros
Utah Valley|WAC|mens-college-basketball|3084|utah-valley-wolverines|Utah Valley|http://www.espn.com/mens-college-basketball/team/_/id/3084/utah-valley-wolverines
Cincinnati|American Athletic|college-football|2132|cincinnati-bearcats|Cincinnati|http://www.espn.com/college-football/team/_/id/2132/cincinnati-bearcats
Connecticut|American Athletic|college-football|41|connecticut-huskies|Connecticut|http://www.espn.com/college-football/team/_/id/41/connecticut-huskies
East Carolina|American Athletic|college-football|151|east-carolina-pirates|East Carolina|http://www.espn.com/college-football/team/_/id/151/east-carolina-pirates
Houston|American Athletic|college-football|248|houston-cougars|Houston|http://www.espn.com/college-football/team/_/id/248/houston-cougars
Memphis|American Athletic|college-football|235|memphis-tigers|Memphis|http://www.espn.com/college-football/team/_/id/235/memphis-tigers
Navy|American Athletic|college-football|2426|navy-midshipmen|Navy|http://www.espn.com/college-football/team/_/id/2426/navy-midshipmen
SMU|American Athletic|college-football|2567|smu-mustangs|SMU|http://www.espn.com/college-football/team/_/id/2567/smu-mustangs
South Florida|American Athletic|college-football|58|south-florida-bulls|South Florida|http://www.espn.com/college-football/team/_/id/58/south-florida-bulls
Temple|American Athletic|college-football|218|temple-owls|Temple|http://www.espn.com/college-football/team/_/id/218/temple-owls
Tulane|American Athletic|college-football|2655|tulane-green-wave|Tulane|http://www.espn.com/college-football/team/_/id/2655/tulane-green-wave
Tulsa|American Athletic|college-football|202|tulsa-golden-hurricane|Tulsa|http://www.espn.com/college-football/team/_/id/202/tulsa-golden-hurricane
UCF|American Athletic|college-football|2116|ucf-knights|UCF|http://www.espn.com/college-football/team/_/id/2116/ucf-knights
Boston College|ACC|college-football|103|boston-college-eagles|Boston College|http://www.espn.com/college-football/team/_/id/103/boston-college-eagles
Clemson|ACC|college-football|228|clemson-tigers|Clemson|http://www.espn.com/college-football/team/_/id/228/clemson-tigers
Duke|ACC|college-football|150|duke-blue-devils|Duke|http://www.espn.com/college-football/team/_/id/150/duke-blue-devils
Florida State|ACC|college-football|52|florida-state-seminoles|Florida State|http://www.espn.com/college-football/team/_/id/52/florida-state-seminoles
Georgia Tech|ACC|college-football|59|georgia-tech-yellow-jackets|Georgia Tech|http://www.espn.com/college-football/team/_/id/59/georgia-tech-yellow-jackets
Louisville|ACC|college-football|97|louisville-cardinals|Louisville|http://www.espn.com/college-football/team/_/id/97/louisville-cardinals
Miami|ACC|college-football|2390|miami-hurricanes|Miami|http://www.espn.com/college-football/team/_/id/2390/miami-hurricanes
NC State|ACC|college-football|152|nc-state-wolfpack|NC State|http://www.espn.com/college-football/team/_/id/152/nc-state-wolfpack
North Carolina|ACC|college-football|153|north-carolina-tar-heels|North Carolina|http://www.espn.com/college-football/team/_/id/153/north-carolina-tar-heels
Pittsburgh|ACC|college-football|221|pittsburgh-panthers|Pittsburgh|http://www.espn.com/college-football/team/_/id/221/pittsburgh-panthers
Syracuse|ACC|college-football|183|syracuse-orange|Syracuse|http://www.espn.com/college-football/team/_/id/183/syracuse-orange
Virginia|ACC|college-football|258|virginia-cavaliers|Virginia|http://www.espn.com/college-football/team/_/id/258/virginia-cavaliers
Virginia Tech|ACC|college-football|259|virginia-tech-hokies|Virginia Tech|http://www.espn.com/college-football/team/_/id/259/virginia-tech-hokies
Wake Forest|ACC|college-football|154|wake-forest-demon-deacons|Wake Forest|http://www.espn.com/college-football/team/_/id/154/wake-forest-demon-deacons
Baylor|Big 12|college-football|239|baylor-bears|Baylor|http://www.espn.com/college-football/team/_/id/239/baylor-bears
Iowa State|Big 12|college-football|66|iowa-state-cyclones|Iowa State|http://www.espn.com/college-football/team/_/id/66/iowa-state-cyclones
Kansas|Big 12|college-football|2305|kansas-jayhawks|Kansas|http://www.espn.com/college-football/team/_/id/2305/kansas-jayhawks
Kansas State|Big 12|college-football|2306|kansas-state-wildcats|Kansas State|http://www.espn.com/college-football/team/_/id/2306/kansas-state-wildcats
Oklahoma|Big 12|college-football|201|oklahoma-sooners|Oklahoma|http://www.espn.com/college-football/team/_/id/201/oklahoma-sooners
Oklahoma State|Big 12|college-football|197|oklahoma-state-cowboys|Oklahoma State|http://www.espn.com/college-football/team/_/id/197/oklahoma-state-cowboys
TCU|Big 12|college-football|2628|tcu-horned-frogs|TCU|http://www.espn.com/college-football/team/_/id/2628/tcu-horned-frogs
Texas|Big 12|college-football|251|texas-longhorns|Texas|http://www.espn.com/college-football/team/_/id/251/texas-longhorns
Texas Tech|Big 12|college-football|2641|texas-tech-red-raiders|Texas Tech|http://www.espn.com/college-football/team/_/id/2641/texas-tech-red-raiders
West Virginia|Big 12|college-football|277|west-virginia-mountaineers|West Virginia|http://www.espn.com/college-football/team/_/id/277/west-virginia-mountaineers
Illinois|Big Ten|college-football|356|illinois-fighting-illini|Illinois|http://www.espn.com/college-football/team/_/id/356/illinois-fighting-illini
Indiana|Big Ten|college-football|84|indiana-hoosiers|Indiana|http://www.espn.com/college-football/team/_/id/84/indiana-hoosiers
Iowa|Big Ten|college-football|2294|iowa-hawkeyes|Iowa|http://www.espn.com/college-football/team/_/id/2294/iowa-hawkeyes
Maryland|Big Ten|college-football|120|maryland-terrapins|Maryland|http://www.espn.com/college-football/team/_/id/120/maryland-terrapins
Michigan|Big Ten|college-football|130|michigan-wolverines|Michigan|http://www.espn.com/college-football/team/_/id/130/michigan-wolverines
Michigan State|Big Ten|college-football|127|michigan-state-spartans|Michigan State|http://www.espn.com/college-football/team/_/id/127/michigan-state-spartans
Minnesota|Big Ten|college-football|135|minnesota-golden-gophers|Minnesota|http://www.espn.com/college-football/team/_/id/135/minnesota-golden-gophers
Nebraska|Big Ten|college-football|158|nebraska-cornhuskers|Nebraska|http://www.espn.com/college-football/team/_/id/158/nebraska-cornhuskers
Northwestern|Big Ten|college-football|77|northwestern-wildcats|Northwestern|http://www.espn.com/college-football/team/_/id/77/northwestern-wildcats
Ohio State|Big Ten|college-football|194|ohio-state-buckeyes|Ohio State|http://www.espn.com/college-football/team/_/id/194/ohio-state-buckeyes
Penn State|Big Ten|college-football|213|penn-state-nittany-lions|Penn State|http://www.espn.com/college-football/team/_/id/213/penn-state-nittany-lions
Purdue|Big Ten|college-football|2509|purdue-boilermakers|Purdue|http://www.espn.com/college-football/team/_/id/2509/purdue-boilermakers
Rutgers|Big Ten|college-football|164|rutgers-scarlet-knights|Rutgers|http://www.espn.com/college-football/team/_/id/164/rutgers-scarlet-knights
Wisconsin|Big Ten|college-football|275|wisconsin-badgers|Wisconsin|http://www.espn.com/college-football/team/_/id/275/wisconsin-badgers
Charlotte|Conference USA|college-football|2429|charlotte-49ers|Charlotte|http://www.espn.com/college-football/team/_/id/2429/charlotte-49ers
Florida Atlantic|Conference USA|college-football|2226|florida-atlantic-owls|Florida Atlantic|http://www.espn.com/college-football/team/_/id/2226/florida-atlantic-owls
Florida Intl|Conference USA|college-football|2229|florida-intl-golden-panthers|Florida Intl|http://www.espn.com/college-football/team/_/id/2229/florida-intl-golden-panthers
Louisiana Tech|Conference USA|college-football|2348|louisiana-tech-bulldogs|Louisiana Tech|http://www.espn.com/college-football/team/_/id/2348/louisiana-tech-bulldogs
Marshall|Conference USA|college-football|276|marshall-thundering-herd|Marshall|http://www.espn.com/college-football/team/_/id/276/marshall-thundering-herd
Middle Tennessee|Conference USA|college-football|2393|middle-tennessee-blue-raiders|Middle Tennessee|http://www.espn.com/college-football/team/_/id/2393/middle-tennessee-blue-raiders
North Texas|Conference USA|college-football|249|north-texas-mean-green|North Texas|http://www.espn.com/college-football/team/_/id/249/north-texas-mean-green
Old Dominion|Conference USA|college-football|295|old-dominion-monarchs|Old Dominion|http://www.espn.com/college-football/team/_/id/295/old-dominion-monarchs
Rice|Conference USA|college-football|242|rice-owls|Rice|http://www.espn.com/college-football/team/_/id/242/rice-owls
Southern Mississippi|Conference USA|college-football|2572|southern-mississippi-golden-eagles|Southern Mississippi|http://www.espn.com/college-football/team/_/id/2572/southern-mississippi-golden-eagles
UAB|Conference USA|college-football|5|uab-blazers|UAB|http://www.espn.com/college-football/team/_/id/5/uab-blazers
UT San Antonio|Conference USA|college-football|2636|ut-san-antonio-roadrunners|UT San Antonio|http://www.espn.com/college-football/team/_/id/2636/ut-san-antonio-roadrunners
UTEP|Conference USA|college-football|2638|utep-miners|UTEP|http://www.espn.com/college-football/team/_/id/2638/utep-miners
Western Kentucky|Conference USA|college-football|98|western-kentucky-hilltoppers|Western Kentucky|http://www.espn.com/college-football/team/_/id/98/western-kentucky-hilltoppers
Army|FBS Independents|college-football|349|army-black-knights|Army|http://www.espn.com/college-football/team/_/id/349/army-black-knights
BYU|FBS Independents|college-football|252|byu-cougars|BYU|http://www.espn.com/college-football/team/_/id/252/byu-cougars
Notre Dame|FBS Independents|college-football|87|notre-dame-fighting-irish|Notre Dame|http://www.espn.com/college-football/team/_/id/87/notre-dame-fighting-irish
UMass|FBS Independents|college-football|113|umass-minutemen|UMass|http://www.espn.com/college-football/team/_/id/113/umass-minutemen
Akron|Mid-American|college-football|2006|akron-zips|Akron|http://www.espn.com/college-football/team/_/id/2006/akron-zips
Ball State|Mid-American|college-football|2050|ball-state-cardinals|Ball State|http://www.espn.com/college-football/team/_/id/2050/ball-state-cardinals
Bowling Green|Mid-American|college-football|189|bowling-green-falcons|Bowling Green|http://www.espn.com/college-football/team/_/id/189/bowling-green-falcons
