EVENT_DATE|SEASON|EVENT_TYPE|HOME_TEAM|HOME_TEAM_SCORE|AWAY_TEAM|AWAY_TEAM_SCORE|RESULT|EVENT_NUMBER_BY_TYPE
2017-11-22|2017.0|College Basketball|E Washington|83.0|E Kentucky|62.0|W|2.0
2017-12-17|2017.0|College Basketball|E Washington|86.0|CSU Northridge|58.0|W|3.0
2018-01-04|2017.0|College Basketball|E Washington|81.0||74.0|W|4.0
2018-01-06|2017.0|College Basketball|E Washington|82.0|Sacramento St|67.0|W|5.0
2018-01-12|2017.0|College Basketball|E Washington|51.0|Idaho|58.0|L|6.0
2014-11-16|2014.0|College Basketball|ECU|79.0|UNC Asheville|83.0|L|1.0
2014-11-24|2014.0|College Basketball|ECU|49.0|Green Bay|66.0|L|2.0
2014-11-25|2014.0|College Basketball|ECU|58.0|Fresno State|52.0|W|3.0
2014-11-26|2014.0|College Basketball|ECU|73.0|Hawai'i|75.0|L|4.0
2014-11-30|2014.0|College Basketball|ECU|74.0|Cent Conn St|59.0|W|5.0
2014-12-13|2014.0|College Basketball|ECU|70.0|JMU|58.0|W|6.0
2014-12-22|2014.0|College Basketball|ECU|75.0|Florida A&M|57.0|W|7.0
2014-12-28|2014.0|College Basketball|ECU|71.0|UNCG|50.0|W|8.0
2014-12-31|2014.0|College Basketball|ECU|59.0|Tulane|67.0|L|9.0
2015-01-14|2014.0|College Basketball|ECU|66.0|Houston|61.0|W|10.0
2015-01-24|2014.0|College Basketball|ECU|64.0|Tulsa|66.0|L|11.0
2015-02-01|2014.0|College Basketball|ECU|50.0|Cincinnati|46.0|W|12.0
2015-02-07|2014.0|College Basketball|ECU|67.0|UCF|49.0|W|13.0
2015-02-10|2014.0|College Basketball|ECU|64.0|Memphis|53.0|W|14.0
2015-02-21|2014.0|College Basketball|ECU|73.0|USF|60.0|W|15.0
2015-02-25|2014.0|College Basketball|ECU|49.0|UConn|60.0|L|16.0
2015-03-05|2014.0|College Basketball|ECU|56.0|Temple|70.0|L|17.0
2015-03-12|2014.0|College Basketball|ECU|81.0|UCF|80.0|W|18.0
2015-03-13|2014.0|College Basketball|ECU|68.0|SMU|74.0|L|19.0
2015-11-13|2015.0|College Basketball|ECU|61.0|Grambling|53.0|W|1.0
2015-11-16|2015.0|College Basketball|ECU|88.0|Charlotte|74.0|W|2.0
2015-11-26|2015.0|College Basketball|ECU|46.0|Little Rock|54.0|L|3.0
2015-11-27|2015.0|College Basketball|ECU|93.0|Stetson|73.0|W|4.0
2015-12-01|2015.0|College Basketball|ECU|74.0|FAU|48.0|W|5.0
2015-12-04|2015.0|College Basketball|ECU|82.0|USC Upstate|71.0|W|6.0
2015-12-13|2015.0|College Basketball|ECU|71.0|NC A&T|60.0|W|7.0
2015-12-16|2015.0|College Basketball|ECU|78.0|UNC Wilmington|73.0|W|8.0
2015-12-22|2015.0|College Basketball|ECU|98.0|S Carolina St|71.0|W|9.0
2016-01-02|2015.0|College Basketball|ECU|68.0|UCF|71.0|L|10.0
2016-01-13|2015.0|College Basketball|ECU|55.0|SMU|79.0|L|11.0
2016-01-19|2015.0|College Basketball|ECU|69.0|Tulsa|84.0|L|12.0
2016-01-27|2015.0|College Basketball|ECU|64.0|Temple|61.0|W|13.0
2016-01-30|2015.0|College Basketball|ECU|93.0|Houston|97.0|L|14.0
2016-02-10|2015.0|College Basketball|ECU|92.0|Tulane|100.0|L|15.0
2016-02-16|2015.0|College Basketball|ECU|52.0|USF|69.0|L|16.0
2016-02-27|2015.0|College Basketball|ECU|56.0|Cincinnati|65.0|L|17.0
2016-03-06|2015.0|College Basketball|ECU|53.0|Memphis|83.0|L|18.0
2016-03-10|2015.0|College Basketball|ECU|66.0|USF|71.0|L|19.0
2016-11-11|2016.0|College Basketball|ECU|72.0|Grambling|57.0|W|1.0
2016-11-14|2016.0|College Basketball|ECU|61.0|NC A&T|51.0|W|2.0
2016-11-20|2016.0|College Basketball|ECU|73.0|Stetson|50.0|W|3.0
2016-11-22|2016.0|College Basketball|ECU|82.0|Florida A&M|62.0|W|4.0
2016-11-25|2016.0|College Basketball|ECU|66.0|Mercer|70.0|L|5.0
2016-11-26|2016.0|College Basketball|ECU|70.0|Air Force|63.0|W|6.0
2016-11-29|2016.0|College Basketball|ECU|68.0|Hampton|48.0|W|7.0
2016-12-03|2016.0|College Basketball|ECU|69.0|NC Central|56.0|W|8.0
2016-12-15|2016.0|College Basketball|ECU|35.0|Charleston|53.0|L|9.0
2016-12-22|2016.0|College Basketball|ECU|76.0||56.0|W|10.0
2016-12-28|2016.0|College Basketball|ECU|60.0|USF|49.0|W|11.0
2016-12-31|2016.0|College Basketball|ECU|44.0|SMU|75.0|L|12.0
2017-01-11|2016.0|College Basketball|ECU|58.0|Houston|74.0|L|13.0
2017-01-15|2016.0|College Basketball|ECU|46.0|Cincinnati|55.0|L|14.0
2017-01-25|2016.0|College Basketball|ECU|69.0|Tulsa|66.0|W|15.0
2017-02-04|2016.0|College Basketball|ECU|74.0|Tulane|65.0|W|16.0
2017-02-15|2016.0|College Basketball|ECU|78.0|Temple|64.0|W|17.0
2017-02-18|2016.0|College Basketball|ECU|58.0|UCF|61.0|L|18.0
2017-03-01|2016.0|College Basketball|ECU|66.0|UConn|62.0|W|19.0
2017-03-09|2016.0|College Basketball|ECU|80.0|Temple|69.0|W|20.0
2017-03-10|2016.0|College Basketball|ECU|77.0|SMU|81.0|L|21.0
2017-11-12|2017.0|College Basketball|ECU|76.0|Coppin State|50.0|W|1.0
2017-11-15|2017.0|College Basketball|ECU|66.0|Radford|73.0|L|2.0
2017-11-17|2017.0|College Basketball|ECU|68.0|Cent Conn St|79.0|L|3.0
2017-11-20|2017.0|College Basketball|ECU|72.0|Cleveland State|69.0|W|4.0
2017-11-26|2017.0|College Basketball|ECU|81.0|NC A&T|87.0|L|5.0
2017-11-30|2017.0|College Basketball|ECU|93.0|UNC Wilmington|88.0|W|6.0
2017-12-02|2017.0|College Basketball|ECU|63.0|Delaware State|57.0|W|7.0
2017-12-04|2017.0|College Basketball|ECU|69.0|Campbell|66.0|W|8.0
2017-12-18|2017.0|College Basketball|ECU|50.0|Charlotte|69.0|L|9.0
2017-12-21|2017.0|College Basketball|ECU|76.0|Grambling|68.0|W|10.0
2017-12-31|2017.0|College Basketball|ECU|39.0|UCF|59.0|L|11.0
2018-01-11|2017.0|College Basketball|ECU|60.0|Wichita State|95.0|L|12.0
2018-01-14|2017.0|College Basketball|ECU|49.0|Houston|65.0|L|13.0
2014-11-22|2014.0|College Basketball|ETSU|98.0|UNC Asheville|87.0|W|1.0
2014-12-03|2014.0|College Basketball|ETSU|96.0|W Carolina|89.0|W|2.0
2014-12-13|2014.0|College Basketball|ETSU|79.0|UNCG|80.0|L|3.0
2015-01-02|2014.0|College Basketball|ETSU|98.0|VMI|88.0|W|4.0
2015-01-08|2014.0|College Basketball|ETSU|71.0|Mercer|70.0|W|5.0
2015-01-10|2014.0|College Basketball|ETSU|71.0|Chattanooga|74.0|L|6.0
2015-01-22|2014.0|College Basketball|ETSU|70.0|The Citadel|59.0|W|7.0
2015-01-31|2014.0|College Basketball|ETSU|61.0|NC Central|59.0|W|8.0
2015-02-05|2014.0|College Basketball|ETSU|64.0|Wofford|74.0|L|9.0
2015-02-07|2014.0|College Basketball|ETSU|68.0|Samford|71.0|L|10.0
2015-02-14|2014.0|College Basketball|ETSU|66.0|Furman|59.0|W|11.0
2015-02-16|2014.0|College Basketball|ETSU|87.0|Tenn Tech|79.0|W|12.0
2015-03-07|2014.0|College Basketball|ETSU|61.0|W Carolina|67.0|L|13.0
2015-11-17|2015.0|College Basketball|ETSU|103.0|Green Bay|90.0|W|1.0
2015-11-28|2015.0|College Basketball|ETSU|73.0|UNC Wilmington|94.0|L|2.0
2015-12-18|2015.0|College Basketball|ETSU|87.0|E Kentucky|81.0|W|3.0
2015-12-30|2015.0|College Basketball|ETSU|75.0|Morehead State|72.0|W|4.0
2016-01-09|2015.0|College Basketball|ETSU|86.0|UNCG|83.0|W|5.0
2016-01-11|2015.0|College Basketball|ETSU|88.0|VMI|51.0|W|6.0
2016-01-21|2015.0|College Basketball|ETSU|65.0|Mercer|63.0|W|7.0
2016-01-23|2015.0|College Basketball|ETSU|101.0|The Citadel|92.0|W|8.0
2016-02-11|2015.0|College Basketball|ETSU|94.0|Samford|90.0|W|9.0
2016-02-13|2015.0|College Basketball|ETSU|68.0|Chattanooga|76.0|L|10.0
2016-02-15|2015.0|College Basketball|ETSU|83.0|W Carolina|77.0|W|11.0
2016-02-25|2015.0|College Basketball|ETSU|80.0|Furman|75.0|W|12.0
2016-02-27|2015.0|College Basketball|ETSU|71.0|Wofford|66.0|W|13.0
2016-03-05|2015.0|College Basketball|ETSU|81.0|Mercer|65.0|W|14.0
2016-03-06|2015.0|College Basketball|ETSU|84.0|Furman|76.0|W|15.0
2016-11-11|2016.0|College Basketball|ETSU|96.0|Fordham|59.0|W|1.0
2016-11-14|2016.0|College Basketball|ETSU|107.0|Detroit Mercy|78.0|W|2.0
2016-11-26|2016.0|College Basketball|ETSU|71.0|South Dakota St|59.0|W|3.0
2016-12-22|2016.0|College Basketball|ETSU|68.0|Tennessee|72.0|L|4.0
2016-12-29|2016.0|College Basketball|ETSU|92.0|Savannah State|71.0|W|5.0
2016-12-31|2016.0|College Basketball|ETSU|102.0|VMI|75.0|W|6.0
2017-01-12|2016.0|College Basketball|ETSU|79.0|UNCG|83.0|L|7.0
2017-01-14|2016.0|College Basketball|ETSU|75.0|W Carolina|52.0|W|8.0
2017-01-22|2016.0|College Basketball|ETSU|79.0|Wofford|72.0|W|9.0
2017-01-28|2016.0|College Basketball|ETSU|76.0|Chattanooga|71.0|W|10.0
2017-02-09|2016.0|College Basketball|ETSU|90.0|The Citadel|69.0|W|11.0
2017-02-11|2016.0|College Basketball|ETSU|88.0|Mercer|71.0|W|12.0
2017-02-15|2016.0|College Basketball|ETSU|79.0|Samford|77.0|W|13.0
2017-02-22|2016.0|College Basketball|ETSU|93.0|Furman|81.0|W|14.0
2017-03-04|2016.0|College Basketball|ETSU|73.0|Mercer|66.0|W|15.0
2017-03-05|2016.0|College Basketball|ETSU|81.0|Samford|72.0|W|16.0
2017-03-06|2016.0|College Basketball|ETSU|79.0|UNCG|74.0|W|17.0
2017-11-20|2017.0|College Basketball|ETSU|81.0|Delaware State|57.0|W|1.0
2017-11-22|2017.0|College Basketball|ETSU|65.0|Troy|73.0|L|2.0
2017-11-25|2017.0|College Basketball|ETSU|83.0|Fort Wayne|73.0|W|3.0
2017-12-06|2017.0|College Basketball|ETSU|84.0|N Kentucky|71.0|W|4.0
2017-12-22|2017.0|College Basketball|ETSU|79.0|Ga Southern|59.0|W|5.0
2018-01-11|2017.0|College Basketball|ETSU|68.0|UNCG|58.0|W|6.0
2018-01-13|2017.0|College Basketball|ETSU|89.0|VMI|48.0|W|7.0
2014-11-14|2014.0|College Basketball|Elon|64.0|FAU|58.0|W|1.0
2014-11-16|2014.0|College Basketball|Elon|60.0|Charlotte|73.0|L|2.0
2014-11-25|2014.0|College Basketball|Elon|74.0|Morgan State|73.0|W|3.0
2014-12-28|2014.0|College Basketball|Elon|69.0|Marist|64.0|W|4.0
2015-01-08|2014.0|College Basketball|Elon|85.0|William & Mary|79.0|W|5.0
2015-01-10|2014.0|College Basketball|Elon|61.0|Hofstra|79.0|L|6.0
2015-01-14|2014.0|College Basketball|Elon|50.0|Charleston|66.0|L|7.0
2015-01-22|2014.0|College Basketball|Elon|51.0|Towson|53.0|L|8.0
2015-01-24|2014.0|College Basketball|Elon|94.0|Delaware|82.0|W|9.0
2015-02-05|2014.0|College Basketball|Elon|63.0|Drexel|67.0|L|10.0
2015-02-14|2014.0|College Basketball|Elon|75.0|JMU|86.0|L|11.0
2015-02-26|2014.0|College Basketball|Elon|72.0|Northeastern|65.0|W|12.0
2015-02-28|2014.0|College Basketball|Elon|74.0|UNC Wilmington|55.0|W|13.0
2015-03-06|2014.0|College Basketball|Elon|74.0|Towson|69.0|W|14.0
2015-03-07|2014.0|College Basketball|Elon|59.0|William & Mary|72.0|L|15.0
2015-11-26|2015.0|College Basketball|Elon|79.0|Mt St Mary's|74.0|W|1.0
2015-11-27|2015.0|College Basketball|Elon|81.0|Texas A&M-CC|85.0|L|2.0
2015-11-30|2015.0|College Basketball|Elon|103.0|Kennesaw State|93.0|W|3.0
2015-12-16|2015.0|College Basketball|Elon|91.0|Alabama State|74.0|W|4.0
2015-12-19|2015.0|College Basketball|Elon|79.0|UNCG|69.0|W|5.0
2015-12-31|2015.0|College Basketball|Elon|79.0|Northeastern|86.0|L|6.0
2016-01-02|2015.0|College Basketball|Elon|83.0|Drexel|78.0|W|7.0
2016-01-09|2015.0|College Basketball|Elon|76.0|Hofstra|80.0|L|8.0
2016-01-14|2015.0|College Basketball|Elon|82.0|UNC Wilmington|91.0|L|9.0
2016-01-23|2015.0|College Basketball|Elon|64.0|JMU|82.0|L|10.0
2016-02-04|2015.0|College Basketball|Elon|83.0|Delaware|56.0|W|11.0
2016-02-06|2015.0|College Basketball|Elon|77.0|Towson|81.0|L|12.0
2016-02-13|2015.0|College Basketball|Elon|62.0|Charleston|66.0|L|13.0
2016-02-25|2015.0|College Basketball|Elon|65.0|William & Mary|75.0|L|14.0
2016-11-14|2016.0|College Basketball|Elon|95.0|Charlotte|100.0|L|1.0
2016-11-23|2016.0|College Basketball|Elon|91.0|UIC|80.0|W|2.0
2016-11-30|2016.0|College Basketball|Elon|84.0|FIU|81.0|W|3.0
2016-12-06|2016.0|College Basketball|Elon|67.0|UNC Asheville|78.0|L|4.0
2016-12-31|2016.0|College Basketball|Elon|54.0|Charleston|66.0|L|5.0
2017-01-07|2016.0|College Basketball|Elon|72.0|Towson|61.0|W|6.0
2017-01-12|2016.0|College Basketball|Elon|96.0|Hofstra|80.0|W|7.0
2017-01-19|2016.0|College Basketball|Elon|93.0|Drexel|73.0|W|8.0
2017-01-21|2016.0|College Basketball|Elon|71.0|William & Mary|62.0|W|9.0
2017-02-02|2016.0|College Basketball|Elon|67.0|JMU|61.0|W|10.0
2017-02-11|2016.0|College Basketball|Elon|77.0|UNC Wilmington|76.0|W|11.0
2017-02-23|2016.0|College Basketball|Elon|104.0|Northeastern|105.0|L|12.0
2017-02-25|2016.0|College Basketball|Elon|81.0|Delaware|59.0|W|13.0
2017-03-04|2016.0|College Basketball|Elon|66.0|William & Mary|71.0|L|14.0
2017-11-17|2017.0|College Basketball|Elon|95.0|FIU|87.0|W|1.0
2017-11-18|2017.0|College Basketball|Elon|84.0||62.0|W|2.0
2017-11-22|2017.0|College Basketball|Elon|77.0|Radford|74.0|W|3.0
2017-11-30|2017.0|College Basketball|Elon|79.0|USF|78.0|W|4.0
2017-12-02|2017.0|College Basketball|Elon|71.0|St Peter's|65.0|W|5.0
2017-12-30|2017.0|College Basketball|Elon|90.0|Drexel|75.0|W|6.0
2018-01-02|2017.0|College Basketball|Elon|75.0|Towson|72.0|W|7.0
2018-01-11|2017.0|College Basketball|Elon|78.0|UNC Wilmington|80.0|L|8.0
2018-01-13|2017.0|College Basketball|Elon|63.0|Charleston|58.0|W|9.0
2014-11-24|2014.0|College Basketball|Evansville|58.0|Fresno State|52.0|W|1.0
2014-11-26|2014.0|College Basketball|Evansville|79.0|San Francisco|72.0|W|2.0
2014-12-02|2014.0|College Basketball|Evansville|86.0|Wright State|78.0|W|3.0
2014-12-06|2014.0|College Basketball|Evansville|89.0|IUPUI|62.0|W|4.0
2014-12-13|2014.0|College Basketball|Evansville|79.0|Murray State|81.0|L|5.0
2014-12-18|2014.0|College Basketball|Evansville|81.0|Ohio|69.0|W|6.0
2014-12-21|2014.0|College Basketball|Evansville|81.0|Alabama State|63.0|W|7.0
2014-12-28|2014.0|College Basketball|Evansville|85.0|Coppin State|80.0|W|8.0
2015-01-01|2014.0|College Basketball|Evansville|52.0|Northern Iowa|49.0|W|9.0
2015-01-07|2014.0|College Basketball|Evansville|70.0|Loyola-Chicago|71.0|L|10.0
2015-01-17|2014.0|College Basketball|Evansville|41.0|Wichita State|61.0|L|11.0
2015-01-24|2014.0|College Basketball|Evansville|75.0|S Illinois|66.0|W|12.0
2015-01-27|2014.0|College Basketball|Evansville|89.0|Indiana State|78.0|W|13.0
2015-02-07|2014.0|College Basketball|Evansville|53.0|Bradley|56.0|L|14.0
2015-02-10|2014.0|College Basketball|Evansville|73.0|Missouri State|66.0|W|15.0
2015-02-17|2014.0|College Basketball|Evansville|61.0|Drake|52.0|W|16.0
2015-02-28|2014.0|College Basketball|Evansville|67.0|Illinois State|69.0|L|17.0
2015-03-06|2014.0|College Basketball|Evansville|67.0|Illinois State|71.0|L|18.0
2015-03-18|2014.0|College Basketball - NCAA Tournament|Evansville|82.0|Fort Wayne|77.0|W|1.0
2015-03-31|2014.0|College Basketball - NCAA Tournament|Evansville|79.0||66.0|W|2.0
2015-04-02|2014.0|College Basketball - NCAA Tournament|Evansville|71.0|N Arizona|65.0|W|3.0
2015-11-15|2015.0|College Basketball|Evansville|80.0|SE Missouri St|65.0|W|1.0
2015-11-21|2015.0|College Basketball|Evansville|93.0|Belmont|88.0|W|2.0
2015-11-27|2015.0|College Basketball|Evansville|69.0|Santa Clara|57.0|W|3.0
2015-12-01|2015.0|College Basketball|Evansville|88.0|Alabama State|56.0|W|4.0
2015-12-12|2015.0|College Basketball|Evansville|95.0|Miss Valley St|60.0|W|5.0
2015-12-17|2015.0|College Basketball|Evansville|84.0|Norfolk State|70.0|W|6.0
2015-12-22|2015.0|College Basketball|Evansville|91.0|Alabama A&M|70.0|W|7.0
2015-12-30|2015.0|College Basketball|Evansville|70.0|Indiana State|62.0|W|8.0
2016-01-09|2015.0|College Basketball|Evansville|67.0|Bradley|35.0|W|9.0
2016-01-12|2015.0|College Basketball|Evansville|84.0|Drake|65.0|W|10.0
2016-01-19|2015.0|College Basketball|Evansville|74.0|Loyola-Chicago|66.0|W|11.0
2016-01-31|2015.0|College Basketball|Evansville|65.0|Wichita State|78.0|L|12.0
2016-02-06|2015.0|College Basketball|Evansville|83.0|Missouri State|64.0|W|13.0
2016-02-11|2015.0|College Basketball|Evansville|60.0|Illinois State|70.0|L|14.0
2016-02-20|2015.0|College Basketball|Evansville|83.0|S Illinois|71.0|W|15.0
2016-02-27|2015.0|College Basketball|Evansville|52.0|Northern Iowa|54.0|L|16.0
2016-03-04|2015.0|College Basketball|Evansville|66.0|Missouri State|56.0|W|17.0
2016-03-05|2015.0|College Basketball|Evansville|68.0|Indiana State|42.0|W|18.0
2016-03-06|2015.0|College Basketball|Evansville|54.0|Northern Iowa|56.0|L|19.0
2016-11-14|2016.0|College Basketball|Evansville|82.0|Alcorn State|59.0|W|1.0
2016-11-19|2016.0|College Basketball|Evansville|69.0|Morehead State|56.0|W|2.0
2016-11-30|2016.0|College Basketball|Evansville|83.0||39.0|W|3.0
2016-12-03|2016.0|College Basketball|Evansville|72.0|Boise State|67.0|W|4.0
2016-12-06|2016.0|College Basketball|Evansville|69.0|Bowling Green|66.0|W|5.0
2016-12-10|2016.0|College Basketball|Evansville|78.0|Murray State|46.0|W|6.0
2016-12-14|2016.0|College Basketball|Evansville|85.0|Norfolk State|66.0|W|7.0
2017-01-01|2016.0|College Basketball|Evansville|70.0|Northern Iowa|58.0|W|8.0
2017-01-04|2016.0|College Basketball|Evansville|63.0|Bradley|74.0|L|9.0
2017-01-14|2016.0|College Basketball|Evansville|61.0|S Illinois|73.0|L|10.0
2017-01-17|2016.0|College Basketball|Evansville|65.0|Wichita State|82.0|L|11.0
2017-01-29|2016.0|College Basketball|Evansville|59.0|Illinois State|69.0|L|12.0
2017-02-04|2016.0|College Basketball|Evansville|74.0|Missouri State|66.0|W|13.0
2017-02-08|2016.0|College Basketball|Evansville|60.0|Loyola-Chicago|58.0|W|14.0
2017-02-14|2016.0|College Basketball|Evansville|87.0|Drake|70.0|W|15.0
2017-02-25|2016.0|College Basketball|Evansville|65.0|Indiana State|63.0|W|16.0
2017-03-02|2016.0|College Basketball|Evansville|83.0|Indiana State|72.0|W|17.0
2017-03-03|2016.0|College Basketball|Evansville|69.0|Illinois State|80.0|L|18.0
2017-11-10|2017.0|College Basketball|Evansville|77.0|Arkansas State|63.0|W|1.0
2017-11-13|2017.0|College Basketball|Evansville|68.0|NC Central|55.0|W|2.0
2017-11-16|2017.0|College Basketball|Evansville|66.0|SE Missouri St|50.0|W|3.0
2017-11-18|2017.0|College Basketball|Evansville|66.0|Binghamton|61.0|W|4.0
2017-11-21|2017.0|College Basketball|Evansville|59.0|Fresno State|57.0|W|5.0
2017-12-09|2017.0|College Basketball|Evansville|65.0|Canisius|58.0|W|6.0
2017-12-16|2017.0|College Basketball|Evansville|78.0|Austin Peay|74.0|W|7.0
2017-12-17|2017.0|College Basketball|Evansville|79.0||52.0|W|8.0
2017-12-23|2017.0|College Basketball|Evansville|66.0|Illinois State|72.0|L|9.0
2018-01-06|2017.0|College Basketball|Evansville|68.0|Bradley|44.0|W|10.0
2018-01-10|2017.0|College Basketball|Evansville|64.0|Missouri State|55.0|W|11.0
2014-12-03|2014.0|College Basketball|FAU|72.0|ECU|63.0|W|1.0
2014-12-16|2014.0|College Basketball|FAU|79.0|Stetson|69.0|W|2.0
2014-12-22|2014.0|College Basketball|FAU|69.0|E Kentucky|66.0|W|3.0
2015-01-04|2014.0|College Basketball|FAU|60.0|FIU|62.0|L|4.0
2015-01-15|2014.0|College Basketball|FAU|85.0|W Kentucky|88.0|L|5.0
2015-01-17|2014.0|College Basketball|FAU|76.0|Marshall|62.0|W|6.0
2015-02-05|2014.0|College Basketball|FAU|56.0|UTEP|63.0|L|7.0
2015-02-07|2014.0|College Basketball|FAU|59.0|UTSA|74.0|L|8.0
2015-02-19|2014.0|College Basketball|FAU|72.0|North Texas|79.0|L|9.0
2015-02-21|2014.0|College Basketball|FAU|69.0|Rice|76.0|L|10.0
2015-03-05|2014.0|College Basketball|FAU|62.0|UAB|59.0|W|11.0
2015-03-07|2014.0|College Basketball|FAU|54.0|Mid Tennessee|77.0|L|12.0
2015-12-29|2015.0|College Basketball|FAU|48.0||57.0|L|1.0
2016-01-14|2015.0|College Basketball|FAU|58.0|Southern Miss|51.0|W|2.0
2016-01-16|2015.0|College Basketball|FAU|63.0|LA Tech|61.0|W|3.0
2016-01-28|2015.0|College Basketball|FAU|66.0|Old Dominion|78.0|L|4.0
2016-01-30|2015.0|College Basketball|FAU|82.0|Charlotte|77.0|W|5.0
2016-02-11|2015.0|College Basketball|FAU|79.0|UTSA|73.0|W|6.0
2016-02-13|2015.0|College Basketball|FAU|82.0|UTEP|89.0|L|7.0
2016-02-27|2015.0|College Basketball|FAU|63.0|FIU|71.0|L|8.0
2016-03-03|2015.0|College Basketball|FAU|59.0|Mid Tennessee|76.0|L|9.0
2016-03-05|2015.0|College Basketball|FAU|70.0|UAB|73.0|L|10.0
2016-03-08|2015.0|College Basketball|FAU|82.0|UTSA|58.0|W|11.0
2016-03-09|2015.0|College Basketball|FAU|46.0|Old Dominion|72.0|L|12.0
2016-11-11|2016.0|College Basketball|FAU|57.0|Texas State|61.0|L|1.0
2016-11-13|2016.0|College Basketball|FAU|68.0|SIU ED|77.0|L|2.0
2016-11-22|2016.0|College Basketball|FAU|78.0|USF|62.0|W|3.0
2016-12-03|2016.0|College Basketball|FAU|80.0|Hofstra|88.0|L|4.0
2016-12-28|2016.0|College Basketball|FAU|62.0|FGCU|75.0|L|5.0
2016-12-31|2016.0|College Basketball|FAU|54.0|W Kentucky|69.0|L|6.0
2017-01-02|2016.0|College Basketball|FAU|72.0|Marshall|89.0|L|7.0
2017-01-07|2016.0|College Basketball|FAU|73.0|FIU|64.0|W|8.0
2017-01-19|2016.0|College Basketball|FAU|78.0|UAB|80.0|L|9.0
2017-01-21|2016.0|College Basketball|FAU|57.0|Mid Tennessee|86.0|L|10.0
2017-02-09|2016.0|College Basketball|FAU|64.0|North Texas|70.0|L|11.0
2017-02-11|2016.0|College Basketball|FAU|75.0|Rice|81.0|L|12.0
2017-02-23|2016.0|College Basketball|FAU|55.0|UTEP|60.0|L|13.0
2017-02-25|2016.0|College Basketball|FAU|73.0|UTSA|66.0|W|14.0
2017-03-08|2016.0|College Basketball|FAU|74.0|Marshall|89.0|L|15.0
2017-11-21|2017.0|College Basketball|FAU|77.0|N Illinois|67.0|W|1.0
2017-11-22|2017.0|College Basketball|FAU|60.0|Missouri State|71.0|L|2.0
2017-12-02|2017.0|College Basketball|FAU|93.0|Bethune-Cookman|75.0|W|3.0
2017-12-16|2017.0|College Basketball|FAU|63.0|Arkansas State|64.0|L|4.0
2018-01-04|2017.0|College Basketball|FAU|44.0|UAB|75.0|L|5.0
2018-01-06|2017.0|College Basketball|FAU|57.0|Mid Tennessee|61.0|L|6.0
2014-11-17|2014.0|College Basketball|FGCU|81.0|UCSB|75.0|W|1.0
2014-11-19|2014.0|College Basketball|FGCU|79.0|Ohio|62.0|W|2.0
2014-11-24|2014.0|College Basketball|FGCU|58.0|Marist|43.0|W|3.0
2014-11-25|2014.0|College Basketball|FGCU|62.0|San Francisco|47.0|W|4.0
2014-11-26|2014.0|College Basketball|FGCU|45.0|Green Bay|59.0|L|5.0
2014-11-30|2014.0|College Basketball|FGCU|71.0|South Dakota St|58.0|W|6.0
2014-12-14|2014.0|College Basketball|FGCU|63.0|FIU|69.0|L|7.0
2014-12-19|2014.0|College Basketball|FGCU|83.0|Furman|78.0|W|8.0
2015-01-10|2014.0|College Basketball|FGCU|72.0|Stetson|50.0|W|9.0
2015-01-17|2014.0|College Basketball|FGCU|79.0|Jacksonville|50.0|W|10.0
2015-01-29|2014.0|College Basketball|FGCU|78.0|Lipscomb|62.0|W|11.0
2015-01-31|2014.0|College Basketball|FGCU|74.0|N Kentucky|64.0|W|12.0
2015-02-19|2014.0|College Basketball|FGCU|54.0|Kennesaw State|53.0|W|13.0
2015-02-21|2014.0|College Basketball|FGCU|86.0|USC Upstate|72.0|W|14.0
2015-02-25|2014.0|College Basketball|FGCU|62.0|North Florida|76.0|L|15.0
2015-03-03|2014.0|College Basketball|FGCU|81.0|Jacksonville|63.0|W|16.0
2015-03-05|2014.0|College Basketball|FGCU|62.0|USC Upstate|63.0|L|17.0
2015-03-18|2014.0|College Basketball - NCAA Tournament|FGCU|69.0|Texas A&M-CC|75.0|L|1.0
2015-11-21|2015.0|College Basketball|FGCU|104.0|Youngstown St|101.0|W|1.0
2015-11-22|2015.0|College Basketball|FGCU|73.0|North Dakota|60.0|W|2.0
2015-11-23|2015.0|College Basketball|FGCU|77.0|Bowling Green|82.0|L|3.0
2015-12-13|2015.0|College Basketball|FGCU|77.0|UMass|76.0|W|4.0
2015-12-19|2015.0|College Basketball|FGCU|52.0|South Dakota St|56.0|L|5.0
2015-12-22|2015.0|College Basketball|FGCU|63.0|LA Tech|66.0|L|6.0
2015-12-28|2015.0|College Basketball|FGCU|81.0|South Dakota|89.0|L|7.0
2015-12-31|2015.0|College Basketball|FGCU|86.0|La Salle|77.0|W|8.0
2016-01-09|2015.0|College Basketball|FGCU|82.0|Stetson|53.0|W|9.0
2016-01-14|2015.0|College Basketball|FGCU|82.0|NJIT|78.0|W|10.0
2016-01-16|2015.0|College Basketball|FGCU|85.0|USC Upstate|56.0|W|11.0
2016-01-27|2015.0|College Basketball|FGCU|69.0|Jacksonville|78.0|L|12.0
2016-02-06|2015.0|College Basketball|FGCU|81.0|North Florida|65.0|W|13.0
2016-02-18|2015.0|College Basketball|FGCU|82.0|Lipscomb|67.0|W|14.0
2016-02-20|2015.0|College Basketball|FGCU|68.0|Kennesaw State|63.0|W|15.0
2016-03-01|2015.0|College Basketball|FGCU|74.0|Kennesaw State|64.0|W|16.0
